Recipe Name,Station,Category,Group,Experience,Cooking Time (Ticks),Output,Output Count,Input,Input,Input,Input,Input,Input,Input,Input,Input
gold_ingot_from_blasting_deepslate_gold_ore,blasting_clear,misc,gold_ingot,1.0,100,gold_ingot,1,deepslate_gold_ore,,,,,,,,
copper_ingot_from_blasting_deepslate_copper_ore,blasting_clear,misc,copper_ingot,0.7,100,copper_ingot,1,deepslate_copper_ore,,,,,,,,
light_gray_bed,crafting_shaped,misc,bed,,,light_gray_bed,1,light_gray_wool,light_gray_wool,light_gray_wool,#planks,#planks,#planks,,,
polished_diorite_stairs_from_polished_diorite_stonecutting,stonecutting,,,,,polished_diorite_stairs,1,polished_diorite,,,,,,,,
orange_dye_from_torchflower,crafting_shapeless,misc,orange_dye,,,orange_dye,1,torchflower,,,,,,,,
spruce_fence,crafting_shaped,misc,wooden_fence,,,spruce_fence,3,spruce_planks,stick,spruce_planks,spruce_planks,stick,spruce_planks,,,
granite_wall_from_granite_stonecutting,stonecutting,,,,,granite_wall,1,granite,,,,,,,,
deepslate_brick_slab,crafting_shaped,building,,,,deepslate_brick_slab,6,deepslate_bricks,deepslate_bricks,deepslate_bricks,,,,,,
bamboo_mosaic,crafting_shaped,misc,,,,bamboo_mosaic,1,bamboo_slab,,,bamboo_slab,,,,,
orange_carpet,crafting_shaped,misc,carpet,,,orange_carpet,3,orange_wool,orange_wool,,,,,,,
warped_button,crafting_shapeless,redstone,wooden_button,,,warped_button,1,warped_planks,,,,,,,,
waxed_oxidized_cut_copper_stairs_from_honeycomb,crafting_shapeless,building,waxed_oxidized_cut_copper_stairs,,,waxed_oxidized_cut_copper_stairs,1,oxidized_cut_copper_stairs,honeycomb,,,,,,,
sugar_from_sugar_cane,crafting_shapeless,misc,sugar,,,sugar,1,sugar_cane,,,,,,,,
light_blue_dye_from_blue_orchid,crafting_shapeless,misc,light_blue_dye,,,light_blue_dye,1,blue_orchid,,,,,,,,
deepslate_tile_slab_from_deepslate_tiles_stonecutting,stonecutting,,,,,deepslate_tile_slab,2,deepslate_tiles,,,,,,,,
light_gray_glazed_terracotta,smelting,blocks,,0.1,200,light_gray_glazed_terracotta,1,light_gray_terracotta,,,,,,,,
shulker_box,crafting_shaped,misc,,,,shulker_box,1,shulker_shell,,,chest,,,shulker_shell,,
music_disc_5,crafting_shapeless,misc,,,,music_disc_5,1,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5,disc_fragment_5
melon,crafting_shapeless,building,,,,melon,1,melon_slice,melon_slice,melon_slice,melon_slice,melon_slice,melon_slice,melon_slice,melon_slice,melon_slice
dark_oak_sign,crafting_shaped,misc,wooden_sign,,,dark_oak_sign,3,dark_oak_planks,dark_oak_planks,dark_oak_planks,dark_oak_planks,dark_oak_planks,dark_oak_planks,,stick,
polished_blackstone_bricks_from_polished_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_bricks,1,polished_blackstone,,,,,,,,
cooked_salmon,smelting,food,,0.35,200,cooked_salmon,1,salmon,,,,,,,,
sticky_piston,crafting_shaped,redstone,,,,sticky_piston,1,slime_ball,,,piston,,,,,
trapped_chest,crafting_shapeless,redstone,,,,trapped_chest,1,chest,tripwire_hook,,,,,,,
dark_oak_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,dark_oak_fence_gate,1,stick,dark_oak_planks,stick,stick,dark_oak_planks,stick,,,
sandstone_slab,crafting_shaped,building,,,,sandstone_slab,6,sandstone;chiseled_sandstone,sandstone;chiseled_sandstone,sandstone;chiseled_sandstone,,,,,,
ender_chest,crafting_shaped,misc,,,,ender_chest,1,obsidian,obsidian,obsidian,obsidian,ender_eye,obsidian,obsidian,obsidian,obsidian
smooth_red_sandstone,smelting,blocks,,0.1,200,smooth_red_sandstone,1,red_sandstone,,,,,,,,
orange_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,orange_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,orange_dye,glass_pane,glass_pane,glass_pane,glass_pane
acacia_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,acacia_pressure_plate,1,acacia_planks,acacia_planks,,,,,,,
brick_slab,crafting_shaped,building,,,,brick_slab,6,bricks,bricks,bricks,,,,,,
bamboo_mosaic_stairs,crafting_shaped,building,,,,bamboo_mosaic_stairs,4,bamboo_mosaic,,,bamboo_mosaic,bamboo_mosaic,,bamboo_mosaic,bamboo_mosaic,bamboo_mosaic
emerald,crafting_shapeless,misc,,,,emerald,9,emerald_block,,,,,,,,
pink_stained_glass,crafting_shaped,building,stained_glass,,,pink_stained_glass,8,glass,glass,glass,glass,pink_dye,glass,glass,glass,glass
cut_copper_stairs,crafting_shaped,building,,,,cut_copper_stairs,4,cut_copper,,,cut_copper,cut_copper,,cut_copper,cut_copper,cut_copper
purpur_slab,crafting_shaped,building,,,,purpur_slab,6,purpur_block;purpur_pillar,purpur_block;purpur_pillar,purpur_block;purpur_pillar,,,,,,
mangrove_button,crafting_shapeless,redstone,wooden_button,,,mangrove_button,1,mangrove_planks,,,,,,,,
leather_helmet,crafting_shaped,equipment,,,,leather_helmet,1,leather,leather,leather,leather,,leather,,,
polished_granite_slab,crafting_shaped,building,,,,polished_granite_slab,6,polished_granite,polished_granite,polished_granite,,,,,,
emerald_from_smelting_emerald_ore,smelting_clear,misc,emerald,1.0,200,emerald,1,emerald_ore,,,,,,,,
red_sandstone_stairs_from_red_sandstone_stonecutting,stonecutting,,,,,red_sandstone_stairs,1,red_sandstone,,,,,,,,
acacia_button,crafting_shapeless,redstone,wooden_button,,,acacia_button,1,acacia_planks,,,,,,,,
amethyst_block,crafting_shaped,building,,,,amethyst_block,1,amethyst_shard,amethyst_shard,,amethyst_shard,amethyst_shard,,,,
stone_stairs_from_stone_stonecutting,stonecutting,,,,,stone_stairs,1,stone,,,,,,,,
birch_chest_boat,crafting_shapeless,misc,chest_boat,,,birch_chest_boat,1,chest,birch_boat,,,,,,,
prismarine_stairs_from_prismarine_stonecutting,stonecutting,,,,,prismarine_stairs,1,prismarine,,,,,,,,
orange_candle,crafting_shapeless,misc,dyed_candle,,,orange_candle,1,candle,orange_dye,,,,,,,
stripped_acacia_wood,crafting_shaped,building,bark,,,stripped_acacia_wood,3,stripped_acacia_log,stripped_acacia_log,,stripped_acacia_log,stripped_acacia_log,,,,
iron_nugget,crafting_shapeless,misc,,,,iron_nugget,9,iron_ingot,,,,,,,,
dried_kelp_block,crafting_shaped,building,,,,dried_kelp_block,1,dried_kelp,dried_kelp,dried_kelp,dried_kelp,dried_kelp,dried_kelp,dried_kelp,dried_kelp,dried_kelp
andesite_stairs,crafting_shaped,building,,,,andesite_stairs,4,andesite,,,andesite,andesite,,andesite,andesite,andesite
beetroot_soup,crafting_shapeless,misc,,,,beetroot_soup,1,bowl,beetroot,beetroot,beetroot,beetroot,beetroot,beetroot,,
cooked_cod,smelting,food,,0.35,200,cooked_cod,1,cod,,,,,,,,
orange_glazed_terracotta,smelting,blocks,,0.1,200,orange_glazed_terracotta,1,orange_terracotta,,,,,,,,
polished_diorite_stairs_from_diorite_stonecutting,stonecutting,,,,,polished_diorite_stairs,1,diorite,,,,,,,,
bone_meal,crafting_shapeless,misc,bonemeal,,,bone_meal,3,bone,,,,,,,,
netherite_scrap_from_blasting,blasting,misc,,2.0,100,netherite_scrap,1,ancient_debris,,,,,,,,
jack_o_lantern,crafting_shaped,building,,,,jack_o_lantern,1,carved_pumpkin,,,torch,,,,,
pink_bed,crafting_shaped,misc,bed,,,pink_bed,1,pink_wool,pink_wool,pink_wool,#planks,#planks,#planks,,,
end_stone_brick_wall_from_end_stone_stonecutting,stonecutting,,,,,end_stone_brick_wall,1,end_stone,,,,,,,,
cooked_mutton_from_smoking,smoking,food,,0.35,100,cooked_mutton,1,mutton,,,,,,,,
dye_yellow_bed,crafting_shapeless,building,bed,,,yellow_bed,1,yellow_dye,black_bed;blue_bed;brown_bed;cyan_bed;gray_bed;green_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;white_bed,,,,,,,
chiseled_quartz_block,crafting_shaped,building,,,,chiseled_quartz_block,1,quartz_slab,,,quartz_slab,,,,,
polished_blackstone_brick_wall_from_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_brick_wall,1,blackstone,,,,,,,,
iron_chestplate,crafting_shaped,equipment,,,,iron_chestplate,1,iron_ingot,,iron_ingot,iron_ingot,iron_ingot,iron_ingot,iron_ingot,iron_ingot,iron_ingot
polished_deepslate,crafting_shaped,building,,,,polished_deepslate,4,cobbled_deepslate,cobbled_deepslate,,cobbled_deepslate,cobbled_deepslate,,,,
mangrove_boat,crafting_shaped,misc,boat,,,mangrove_boat,1,mangrove_planks,,mangrove_planks,mangrove_planks,mangrove_planks,mangrove_planks,,,
birch_planks,crafting_shapeless,building,planks,,,birch_planks,4,#birch_logs,,,,,,,,
iron_nugget_from_blasting,blasting,misc,,0.1,100,iron_nugget,1,iron_pickaxe;iron_shovel;iron_axe;iron_hoe;iron_sword;iron_helmet;iron_chestplate;iron_leggings;iron_boots;iron_horse_armor;chainmail_helmet;chainmail_chestplate;chainmail_leggings;chainmail_boots,,,,,,,,
cooked_beef_from_smoking,smoking,food,,0.35,100,cooked_beef,1,beef,,,,,,,,
mossy_stone_bricks_from_vine,crafting_shapeless,building,mossy_stone_bricks,,,mossy_stone_bricks,1,stone_bricks,vine,,,,,,,
prismarine_stairs,crafting_shaped,building,,,,prismarine_stairs,4,prismarine,,,prismarine,prismarine,,prismarine,prismarine,prismarine
writable_book,crafting_shapeless,misc,,,,writable_book,1,book,ink_sac,feather,,,,,,
dispenser,crafting_shaped,redstone,,,,dispenser,1,cobblestone,cobblestone,cobblestone,cobblestone,bow,cobblestone,cobblestone,redstone,cobblestone
green_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,green_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,green_dye,glass_pane,glass_pane,glass_pane,glass_pane
diamond_from_smelting_deepslate_diamond_ore,smelting_clear,misc,diamond,1.0,200,diamond,1,deepslate_diamond_ore,,,,,,,,
white_dye_from_lily_of_the_valley,crafting_shapeless,misc,white_dye,,,white_dye,1,lily_of_the_valley,,,,,,,,
purple_carpet,crafting_shaped,misc,carpet,,,purple_carpet,3,purple_wool,purple_wool,,,,,,,
bamboo_sign,crafting_shaped,misc,wooden_sign,,,bamboo_sign,3,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,,stick,
birch_boat,crafting_shaped,misc,boat,,,birch_boat,1,birch_planks,,birch_planks,birch_planks,birch_planks,birch_planks,,,
chiseled_polished_blackstone,crafting_shaped,building,,,,chiseled_polished_blackstone,1,polished_blackstone_slab,,,polished_blackstone_slab,,,,,
gold_ingot_from_smelting_raw_gold,smelting_clear,misc,gold_ingot,1.0,200,gold_ingot,1,raw_gold,,,,,,,,
popped_chorus_fruit,smelting,misc,,0.1,200,popped_chorus_fruit,1,chorus_fruit,,,,,,,,
brick,smelting,misc,,0.3,200,brick,1,clay_ball,,,,,,,,
nether_bricks,crafting_shaped,building,,,,nether_bricks,1,nether_brick,nether_brick,,nether_brick,nether_brick,,,,
dye_light_gray_carpet,crafting_shapeless,building,carpet,,,light_gray_carpet,1,light_gray_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
stone_slab_from_stone_stonecutting,stonecutting,,,,,stone_slab,2,stone,,,,,,,,
magenta_dye_from_allium,crafting_shapeless,misc,magenta_dye,,,magenta_dye,1,allium,,,,,,,,
gold_nugget_from_smelting,smelting,misc,,0.1,200,gold_nugget,1,golden_pickaxe;golden_shovel;golden_axe;golden_hoe;golden_sword;golden_helmet;golden_chestplate;golden_leggings;golden_boots;golden_horse_armor,,,,,,,,
diorite,crafting_shaped,building,,,,diorite,2,cobblestone,quartz,,quartz,cobblestone,,,,
quartz_stairs,crafting_shaped,building,,,,quartz_stairs,4,chiseled_quartz_block;quartz_block;quartz_pillar,,,chiseled_quartz_block;quartz_block;quartz_pillar,chiseled_quartz_block;quartz_block;quartz_pillar,,chiseled_quartz_block;quartz_block;quartz_pillar,chiseled_quartz_block;quartz_block;quartz_pillar,chiseled_quartz_block;quartz_block;quartz_pillar
nether_brick_wall,crafting_shaped,misc,,,,nether_brick_wall,6,nether_bricks,nether_bricks,nether_bricks,nether_bricks,nether_bricks,nether_bricks,,,
oak_boat,crafting_shaped,misc,boat,,,oak_boat,1,oak_planks,,oak_planks,oak_planks,oak_planks,oak_planks,,,
blackstone_stairs_from_blackstone_stonecutting,stonecutting,,,,,blackstone_stairs,1,blackstone,,,,,,,,
acacia_sign,crafting_shaped,misc,wooden_sign,,,acacia_sign,3,acacia_planks,acacia_planks,acacia_planks,acacia_planks,acacia_planks,acacia_planks,,stick,
magenta_dye_from_blue_red_pink,crafting_shapeless,misc,magenta_dye,,,magenta_dye,3,blue_dye,red_dye,pink_dye,,,,,,
warped_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,warped_pressure_plate,1,warped_planks,warped_planks,,,,,,,
dye_cyan_wool,crafting_shapeless,building,wool,,,cyan_wool,1,cyan_dye,black_wool;blue_wool;brown_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool;white_wool,,,,,,,
chiseled_polished_blackstone_from_polished_blackstone_stonecutting,stonecutting,,,,,chiseled_polished_blackstone,1,polished_blackstone,,,,,,,,
pumpkin_seeds,crafting_shapeless,misc,,,,pumpkin_seeds,4,pumpkin,,,,,,,,
deepslate_brick_stairs,crafting_shaped,building,,,,deepslate_brick_stairs,4,deepslate_bricks,,,deepslate_bricks,deepslate_bricks,,deepslate_bricks,deepslate_bricks,deepslate_bricks
sandstone_stairs,crafting_shaped,building,,,,sandstone_stairs,4,sandstone;chiseled_sandstone;cut_sandstone,,,sandstone;chiseled_sandstone;cut_sandstone,sandstone;chiseled_sandstone;cut_sandstone,,sandstone;chiseled_sandstone;cut_sandstone,sandstone;chiseled_sandstone;cut_sandstone,sandstone;chiseled_sandstone;cut_sandstone
light_blue_carpet,crafting_shaped,misc,carpet,,,light_blue_carpet,3,light_blue_wool,light_blue_wool,,,,,,,
magenta_stained_glass_pane_from_glass_pane,crafting_shaped,misc,stained_glass_pane,,,magenta_stained_glass_pane,8,glass_pane,glass_pane,glass_pane,glass_pane,magenta_dye,glass_pane,glass_pane,glass_pane,glass_pane
clay,crafting_shaped,building,,,,clay,1,clay_ball,clay_ball,,clay_ball,clay_ball,,,,
ender_eye,crafting_shapeless,misc,,,,ender_eye,1,ender_pearl,blaze_powder,,,,,,,
blue_carpet,crafting_shaped,misc,carpet,,,blue_carpet,3,blue_wool,blue_wool,,,,,,,
stone,smelting,blocks,,0.1,200,stone,1,cobblestone,,,,,,,,
crimson_button,crafting_shapeless,redstone,wooden_button,,,crimson_button,1,crimson_planks,,,,,,,,
cooked_chicken_from_campfire_cooking,campfire_cooking,food,,0.35,600,cooked_chicken,1,chicken,,,,,,,,
deepslate_tile_wall_from_polished_deepslate_stonecutting,stonecutting,,,,,deepslate_tile_wall,1,polished_deepslate,,,,,,,,
brown_carpet,crafting_shaped,misc,carpet,,,brown_carpet,3,brown_wool,brown_wool,,,,,,,
pink_carpet,crafting_shaped,misc,carpet,,,pink_carpet,3,pink_wool,pink_wool,,,,,,,
magenta_dye_from_purple_and_pink,crafting_shapeless,misc,magenta_dye,,,magenta_dye,2,purple_dye,pink_dye,,,,,,,
calibrated_sculk_sensor,crafting_shaped,redstone,,,,calibrated_sculk_sensor,1,,amethyst_shard,,amethyst_shard,sculk_sensor,amethyst_shard,,,
jungle_planks,crafting_shapeless,building,planks,,,jungle_planks,4,#jungle_logs,,,,,,,,
chest,crafting_shaped,misc,,,,chest,1,#planks,#planks,#planks,#planks,,#planks,#planks,#planks,#planks
chiseled_sandstone,crafting_shaped,building,,,,chiseled_sandstone,1,sandstone_slab,,,sandstone_slab,,,,,
purple_glazed_terracotta,smelting,blocks,,0.1,200,purple_glazed_terracotta,1,purple_terracotta,,,,,,,,
stripped_mangrove_wood,crafting_shaped,building,bark,,,stripped_mangrove_wood,3,stripped_mangrove_log,stripped_mangrove_log,,stripped_mangrove_log,stripped_mangrove_log,,,,
purple_concrete_powder,crafting_shapeless,building,concrete_powder,,,purple_concrete_powder,8,purple_dye,sand,sand,sand,sand,gravel,gravel,gravel,gravel
orange_terracotta,crafting_shaped,building,stained_terracotta,,,orange_terracotta,8,terracotta,terracotta,terracotta,terracotta,orange_dye,terracotta,terracotta,terracotta,terracotta
polished_blackstone_brick_wall_from_polished_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_brick_wall,1,polished_blackstone,,,,,,,,
lime_bed,crafting_shaped,misc,bed,,,lime_bed,1,lime_wool,lime_wool,lime_wool,#planks,#planks,#planks,,,
spruce_planks,crafting_shapeless,building,planks,,,spruce_planks,4,#spruce_logs,,,,,,,,
dried_kelp,crafting_shapeless,misc,,,,dried_kelp,9,dried_kelp_block,,,,,,,,
light_gray_dye_from_white_tulip,crafting_shapeless,misc,light_gray_dye,,,light_gray_dye,1,white_tulip,,,,,,,,
netherite_shovel_smithing,smithing_transform,,,,,netherite_shovel,1,netherite_upgrade_smithing_template,diamond_shovel,netherite_ingot,,,,,,
cyan_stained_glass,crafting_shaped,building,stained_glass,,,cyan_stained_glass,8,glass,glass,glass,glass,cyan_dye,glass,glass,glass,glass
yellow_terracotta,crafting_shaped,building,stained_terracotta,,,yellow_terracotta,8,terracotta,terracotta,terracotta,terracotta,yellow_dye,terracotta,terracotta,terracotta,terracotta
andesite_slab_from_andesite_stonecutting,stonecutting,,,,,andesite_slab,2,andesite,,,,,,,,
blackstone_wall_from_blackstone_stonecutting,stonecutting,,,,,blackstone_wall,1,blackstone,,,,,,,,
cooked_porkchop_from_smoking,smoking,food,,0.35,100,cooked_porkchop,1,porkchop,,,,,,,,
waxed_weathered_cut_copper_stairs_from_waxed_weathered_cut_copper_stonecutting,stonecutting,,,,,waxed_weathered_cut_copper_stairs,1,waxed_weathered_cut_copper,,,,,,,,
iron_ingot_from_smelting_deepslate_iron_ore,smelting_clear,misc,iron_ingot,0.7,200,iron_ingot,1,deepslate_iron_ore,,,,,,,,
shears,crafting_shaped,equipment,,,,shears,1,,iron_ingot,,iron_ingot,,,,,
redstone_from_smelting_deepslate_redstone_ore,smelting_clear,blocks,redstone,0.7,200,redstone,1,deepslate_redstone_ore,,,,,,,,
rabbit_stew_from_brown_mushroom,crafting_shapeless,misc,rabbit_stew,,,rabbit_stew,1,baked_potato,cooked_rabbit,bowl,carrot,brown_mushroom,,,,
honeycomb_block,crafting_shaped,misc,,,,honeycomb_block,1,honeycomb,honeycomb,,honeycomb,honeycomb,,,,
black_dye_from_wither_rose,crafting_shapeless,misc,black_dye,,,black_dye,1,wither_rose,,,,,,,,
eye_armor_trim_smithing_template,crafting_shaped,misc,,,,eye_armor_trim_smithing_template,2,diamond,eye_armor_trim_smithing_template,diamond,diamond,end_stone,diamond,diamond,diamond,diamond
crimson_fence,crafting_shaped,misc,wooden_fence,,,crimson_fence,3,crimson_planks,stick,crimson_planks,crimson_planks,stick,crimson_planks,,,
purpur_slab_from_purpur_block_stonecutting,stonecutting,,,,,purpur_slab,2,purpur_block,,,,,,,,
stone_brick_walls_from_stone_stonecutting,stonecutting,,,,,stone_brick_wall,1,stone,,,,,,,,
stone_brick_slab_from_stone_bricks_stonecutting,stonecutting,,,,,stone_brick_slab,2,stone_bricks,,,,,,,,
yellow_glazed_terracotta,smelting,blocks,,0.1,200,yellow_glazed_terracotta,1,yellow_terracotta,,,,,,,,
smoker,crafting_shaped,misc,,,,smoker,1,,#logs,,#logs,furnace,#logs,,#logs,
dye_black_carpet,crafting_shapeless,building,carpet,,,black_carpet,1,black_dye,blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;red_carpet;yellow_carpet;white_carpet,,,,,,,
bamboo_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,bamboo_trapdoor,2,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,bamboo_planks,,,
tnt_minecart,crafting_shapeless,misc,,,,tnt_minecart,1,tnt,minecart,,,,,,,
red_sandstone_wall_from_red_sandstone_stonecutting,stonecutting,,,,,red_sandstone_wall,1,red_sandstone,,,,,,,,
exposed_cut_copper_stairs_from_exposed_cut_copper_stonecutting,stonecutting,,,,,exposed_cut_copper_stairs,1,exposed_cut_copper,,,,,,,,
dye_light_gray_bed,crafting_shapeless,building,bed,,,light_gray_bed,1,light_gray_dye,black_bed;blue_bed;brown_bed;cyan_bed;gray_bed;green_bed;light_blue_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
cherry_fence_gate,crafting_shaped,redstone,wooden_fence_gate,,,cherry_fence_gate,1,stick,cherry_planks,stick,stick,cherry_planks,stick,,,
polished_blackstone_slab,crafting_shaped,building,,,,polished_blackstone_slab,6,polished_blackstone,polished_blackstone,polished_blackstone,,,,,,
chiseled_nether_bricks,crafting_shaped,building,,,,chiseled_nether_bricks,1,nether_brick_slab,,,nether_brick_slab,,,,,
yellow_dye_from_dandelion,crafting_shapeless,misc,yellow_dye,,,yellow_dye,1,dandelion,,,,,,,,
heavy_weighted_pressure_plate,crafting_shaped,redstone,,,,heavy_weighted_pressure_plate,1,iron_ingot,iron_ingot,,,,,,,
netherite_ingot,crafting_shapeless,misc,netherite_ingot,,,netherite_ingot,1,netherite_scrap,netherite_scrap,netherite_scrap,netherite_scrap,gold_ingot,gold_ingot,gold_ingot,gold_ingot,
white_candle,crafting_shapeless,misc,dyed_candle,,,white_candle,1,candle,white_dye,,,,,,,
dye_gray_bed,crafting_shapeless,building,bed,,,gray_bed,1,gray_dye,black_bed;blue_bed;brown_bed;cyan_bed;green_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
dark_oak_stairs,crafting_shaped,building,wooden_stairs,,,dark_oak_stairs,4,dark_oak_planks,,,dark_oak_planks,dark_oak_planks,,dark_oak_planks,dark_oak_planks,dark_oak_planks
cherry_button,crafting_shapeless,redstone,wooden_button,,,cherry_button,1,cherry_planks,,,,,,,,
netherite_sword_smithing,smithing_transform,,,,,netherite_sword,1,netherite_upgrade_smithing_template,diamond_sword,netherite_ingot,,,,,,
dark_prismarine_slab_from_dark_prismarine_stonecutting,stonecutting,,,,,dark_prismarine_slab,2,dark_prismarine,,,,,,,,
spruce_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,spruce_trapdoor,2,spruce_planks,spruce_planks,spruce_planks,spruce_planks,spruce_planks,spruce_planks,,,
black_bed,crafting_shaped,misc,bed,,,black_bed,1,black_wool,black_wool,black_wool,#planks,#planks,#planks,,,
waxed_weathered_cut_copper_from_honeycomb,crafting_shapeless,building,waxed_weathered_cut_copper,,,waxed_weathered_cut_copper,1,weathered_cut_copper,honeycomb,,,,,,,
fire_charge,crafting_shapeless,misc,,,,fire_charge,3,gunpowder,blaze_powder,coal;charcoal,,,,,,
weathered_cut_copper_slab_from_weathered_cut_copper_stonecutting,stonecutting,,,,,weathered_cut_copper_slab,2,weathered_cut_copper,,,,,,,,
quartz_bricks_from_quartz_block_stonecutting,stonecutting,,,,,quartz_bricks,1,quartz_block,,,,,,,,
chiseled_stone_bricks_from_stone_bricks_stonecutting,stonecutting,,,,,chiseled_stone_bricks,1,stone_bricks,,,,,,,,
polished_granite_stairs_from_polished_granite_stonecutting,stonecutting,,,,,polished_granite_stairs,1,polished_granite,,,,,,,,
coast_armor_trim_smithing_template,crafting_shaped,misc,,,,coast_armor_trim_smithing_template,2,diamond,coast_armor_trim_smithing_template,diamond,diamond,cobblestone,diamond,diamond,diamond,diamond
polished_granite_stairs_from_granite_stonecutting,stonecutting,,,,,polished_granite_stairs,1,granite,,,,,,,,
oak_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,oak_trapdoor,2,oak_planks,oak_planks,oak_planks,oak_planks,oak_planks,oak_planks,,,
purple_stained_glass_pane,crafting_shaped,misc,stained_glass_pane,,,purple_stained_glass_pane,16,purple_stained_glass,purple_stained_glass,purple_stained_glass,purple_stained_glass,purple_stained_glass,purple_stained_glass,,,
blaze_powder,crafting_shapeless,misc,,,,blaze_powder,2,blaze_rod,,,,,,,,
waxed_exposed_cut_copper_slab_from_waxed_exposed_copper_stonecutting,stonecutting,,,,,waxed_exposed_cut_copper_slab,8,waxed_exposed_copper,,,,,,,,
crimson_sign,crafting_shaped,misc,wooden_sign,,,crimson_sign,3,crimson_planks,crimson_planks,crimson_planks,crimson_planks,crimson_planks,crimson_planks,,stick,
dye_blue_wool,crafting_shapeless,building,wool,,,blue_wool,1,blue_dye,black_wool;brown_wool;cyan_wool;gray_wool;green_wool;light_blue_wool;light_gray_wool;lime_wool;magenta_wool;orange_wool;pink_wool;purple_wool;red_wool;yellow_wool;white_wool,,,,,,,
barrel,crafting_shaped,misc,,,,barrel,1,#planks,#wooden_slabs,#planks,#planks,,#planks,#planks,#wooden_slabs,#planks
deepslate_tile_stairs_from_deepslate_tiles_stonecutting,stonecutting,,,,,deepslate_tile_stairs,1,deepslate_tiles,,,,,,,,
red_stained_glass,crafting_shaped,building,stained_glass,,,red_stained_glass,8,glass,glass,glass,glass,red_dye,glass,glass,glass,glass
polished_blackstone_brick_stairs_from_polished_blackstone_stonecutting,stonecutting,,,,,polished_blackstone_brick_stairs,1,polished_blackstone,,,,,,,,
mossy_stone_brick_stairs,crafting_shaped,building,,,,mossy_stone_brick_stairs,4,mossy_stone_bricks,,,mossy_stone_bricks,mossy_stone_bricks,,mossy_stone_bricks,mossy_stone_bricks,mossy_stone_bricks
dye_green_bed,crafting_shapeless,building,bed,,,green_bed,1,green_dye,black_bed;blue_bed;brown_bed;cyan_bed;gray_bed;light_blue_bed;light_gray_bed;lime_bed;magenta_bed;orange_bed;pink_bed;purple_bed;red_bed;yellow_bed;white_bed,,,,,,,
lime_dye,crafting_shapeless,misc,,,,lime_dye,2,green_dye,white_dye,,,,,,,
dye_red_carpet,crafting_shapeless,building,carpet,,,red_carpet,1,red_dye,black_carpet;blue_carpet;brown_carpet;cyan_carpet;gray_carpet;green_carpet;light_blue_carpet;light_gray_carpet;lime_carpet;magenta_carpet;orange_carpet;pink_carpet;purple_carpet;yellow_carpet;white_carpet,,,,,,,
oak_pressure_plate,crafting_shaped,redstone,wooden_pressure_plate,,,oak_pressure_plate,1,oak_planks,oak_planks,,,,,,,
gray_stained_glass,crafting_shaped,building,stained_glass,,,gray_stained_glass,8,glass,glass,glass,glass,gray_dye,glass,glass,glass,glass
polished_deepslate_wall_from_cobbled_deepslate_stonecutting,stonecutting,,,,,polished_deepslate_wall,1,cobbled_deepslate,,,,,,,,
smooth_stone_slab_from_smooth_stone_stonecutting,stonecutting,,,,,smooth_stone_slab,2,smooth_stone,,,,,,,,
warped_trapdoor,crafting_shaped,redstone,wooden_trapdoor,,,warped_trapdoor,2,warped_planks,warped_planks,warped_planks,warped_planks,warped_planks,warped_planks,,,
deepslate_tile_slab_from_cobbled_deepslate_stonecutting,stonecutting,,,,,deepslate_tile_slab,2,cobbled_deepslate,,,,,,,,
